"","rate","views","length","ratings"
"11614",4.75,"5657","199",4
"11615",4,"935","330",2
"11616",4,"11331","196",3
"11617",4.67,"14004","140",12
"11618",0,"6945","27",0
"11619",2,"9739","194",4
"11620",4.88,"24557","126",25
"11623",5,"1647","328",3
"11624",3,"1334","164",2
"11625",4.96,"37371","416",46
"11626",4,"545","168",1
"11627",0,"1459","13",0
"11628",4.81,"35714","417",32
"11629",4.38,"7641","118",8
"11630",4.8,"8648","385",10
"11631",4.58,"24123","206",38
"11632",4.85,"3396","339",13
"11633",5,"2717","273",6
"11634",4.84,"15781","314",25
"11635",5,"5732","312",17
"11636",4.64,"3983","329",14
"11637",4.9,"4394","324",10
"11638",4.79,"3681","289",14
"11639",5,"3176","397",6
"11640",5,"3064","154",9
"11641",3.67,"2543","426",6
"11642",4.8,"3433","322",5
"11643",5,"1506","83",1
"11644",4.91,"9898","374",23
"11645",5,"6394","171",10
"11646",4.67,"1921","178",3
"11647",0,"1260","7",0
"11648",4.67,"1302","180",3
"11649",4,"1269","160",5
"11650",5,"2109","113",4
"11651",5,"1330","43",2
"11652",2.56,"3379","464",9
"11653",4,"2102","351",9
"11654",3,"268","61",1
"11655",4.57,"24453","91",23
"11656",5,"619","207",2
"11657",4.6,"3713","195",5
"11658",4.89,"98036","212",171
"11659",4.25,"2679","218",8
"11662",5,"2808","142",5
"11663",4.25,"7325","20",4
"11664",4.4,"1908","131",5
"11665",4.75,"1753","183",8
"11666",4.86,"5021","485",7
"11667",5,"582","177",1
"11668",4.2,"1201","17",5
"11669",3.67,"2451","24",3
"11670",5,"482","197",2
"11671",4.5,"1900","204",2
"11672",0,"947","133",0
"11673",5,"1276","47",1
"11674",5,"687","65",2
"11675",4.67,"1000","122",3
"11676",4,"601","245",2
"11677",5,"569","35",1
"11684",5,"840","600",1
"11699",0,"955","307",0
"11704",1.73,"10090","19",11
"11709",3,"8065","24",8
"11710",4.2,"20289","73",10
"11735",5,"174","264",2
"11736",4.8,"26080","290",10
"11743",4.63,"17693","214",30
"11748",5,"2385","155",2
"11749",0,"4496","305",0
"11752",5,"113","204",2
"11753",3,"655","241",2
"11754",5,"7293","160",9
"11759",0,"164","17",0
"11760",4,"289","98",1
"11781",4,"326","42",1
"11784",5,"734","80",1
"11801",0,"89","24",0
"11802",4.09,"5433","41",11
"11823",0,"891","20",0
"11824",0,"333","23",0
"11825",0,"1039","18",0
"11826",4.71,"13022","141",17
"11829",4.67,"7289","152",18
"11830",4.25,"8106","100",12
"11831",5,"3093","73",4
"11832",4.13,"10956","135",15
"11833",4.7,"14516","121",27
"11834",4.8,"6527","146",10
"11835",3.4,"8636","123",5
"11836",4.21,"12720","138",14
"11837",4.75,"2301","260",4
"11838",5,"4303","103",1
"11839",4.86,"7527","257",7
"11840",4.97,"48743","319",39
"11841",5,"2894","61",2
"11842",4.64,"57515","298",56
"11843",5,"2553","150",1
"11844",4.91,"6966","264",11
"11845",4.44,"112150","99",120
"11846",5,"1934","206",1
"11847",4.75,"6584","310",8
"11848",4.93,"16045","221",15
"11849",3.67,"1943","284",3
"11850",5,"3219","283",3
"11851",5,"3344","286",3
"11852",5,"1595","299",3
"11853",5,"2584","252",1
"11854",3.83,"2838","357",6
"11855",5,"1889","77",1
"11856",0,"1441","215",0
"11859",5,"1041","93",2
"11860",5,"993","159",1
"11861",3,"951","223",2
"11862",0,"769","109",0
"11863",5,"2838","247",2
"11864",5,"2589","318",1
"11865",5,"1724","59",4
"11866",5,"1314","155",8
"11867",5,"1249","78",3
"11868",5,"1061","178",4
"11869",5,"814","143",1
"11870",5,"783","133",2
"11871",4.8,"6596","305",10
"11872",5,"1544","163",1
"11873",4.2,"4353","223",5
"11874",5,"1045","404",1
"11877",4.86,"21318","94",22
"11882",4.96,"12471","367",27
"11887",5,"374","52",2
"11888",4.17,"846","246",6
"11889",5,"1987","639",50
"11890",5,"205","103",3
"11891",1,"3495","215",1
"11892",4.74,"52214","195",34
"11893",3.83,"21091","237",6
"11894",4,"13106","401",5
"11895",4.84,"31120","281",32
"11896",4.9,"103101","481",77
"11899",4.5,"29947","28",6
"11900",5,"7201","394",1
"11901",4.88,"10343","418",24
"11902",5,"22268","14",4
"11903",5,"4184","192",3
"11904",5,"2950","87",3
"11905",0,"1320","273",0
"11906",5,"1417","240",5
"11907",3.86,"4006","282",7
"11908",4.29,"9173","196",7
"11909",5,"7064","30",5
"11910",5,"8468","29",2
"11911",5,"8127","180",11
"11912",5,"3084","29",3
"11913",5,"3732","60",1
"11918",5,"7148","29",3
"11919",5,"1895","29",1
"11920",1,"2109","29",1
"11921",5,"5048","29",7
"11922",5,"2811","30",1
"11923",5,"3061","29",1
"11926",4.8,"12187","30",10
"11927",4.71,"17954","14",7
"11928",5,"1124","14",2
"11929",5,"849","302",1
"11930",5,"461","215",1
"11931",0,"458","266",0
"11932",5,"422","238",1
"11933",5,"1309","274",2
"11934",0,"420","121",0
"11935",5,"418","365",2
"11936",5,"692","221",1
"11937",0,"1105","99",0
"11940",5,"257","275",2
"11997",4.67,"1119","289",3
"11998",5,"895","29",1
"12001",0,"170","90",0
"12004",4.85,"64465","221",55
"12005",5,"1717","558",2
"12008",1,"2380","70",2
"12009",4,"1055","230",1
"12010",2,"667","37",1
"12011",5,"18248","280",10
"12012",1.5,"1284","30",2
"12017",3,"922","125",1
"12020",5,"6897","109",1
"12021",5,"1045","102",2
"12022",5,"2643","140",5
"12023",3.93,"42479","39",30
"12026",4.33,"51758","218",18
"12029",4.64,"35164","328",28
"12030",3.89,"18571","61",9
"12031",4.73,"43725","505",51
"12032",2.5,"10623","203",6
"12033",4.59,"26560","505",29
"12036",4.56,"39483","449",34
"12037",0,"2358","180",0
"12038",4.2,"738","177",5
"12039",4.38,"9870","188",13
"12040",5,"1012","234",1
"12045",5,"15096","481",9
"12046",3,"2699","340",2
"12047",5,"354","244",1
"12050",5,"1623","77",2
"12053",4.41,"25984","107",22
"12054",4.25,"12193","128",12
"12055",5,"10842","171",10
"12056",3.5,"4446","73",6
"12061",4.86,"2443","28",7
"12062",4.26,"90960","41",47
"12063",5,"200","164",1
"12064",4.83,"7729","175",6
"12065",4.75,"677","158",4
"12070",5,"47","295",2
"12073",5,"1010","215",27
"12074",4.61,"110608","169",206
"12075",4.58,"6719","183",19
"12076",4.5,"5361","173",18
"12077",4.44,"6822","192",27
"12078",4.79,"5214","176",29
"12079",4.71,"3827","183",17
"12090",0,"2256","106",0
"12095",3,"5154","24",4
"12102",4.37,"23911","456",43
"12103",4.11,"46044","618",114
"12104",4.48,"316303","310",1453
"12105",4.69,"118098","432",265
"12106",4.71,"31454","111",55
"12107",4.25,"73834","275",142
"12108",4.24,"37138","571",79
"12109",4.72,"50918","591",79
"12110",4.5,"22615","316",4
"12113",4.72,"134717","181",227
"12114",4.57,"22975","559",92
"12115",4.41,"25093","590",73
"12116",4.03,"9995","548",33
"12129",1,"2732","142",1
"12134",5,"689","511",1
"12135",5,"746","49",4
"12140",3.29,"4763","108",17
"12153",0,"343","555",0
"12154",5,"674","421",3
"12155",4.57,"2333","196",7
"12156",5,"1247","612",6
"12157",5,"1173","279",2
"12172",4.11,"866","503",9
"12173",4.27,"15260","328",86
"12174",5,"1056","339",11
"12175",4.81,"9716","184",37
"12176",4.82,"62920","396",148
"12177",2.5,"337","320",2
"12178",3.94,"3876","221",33
"12179",4.61,"8335","236",54
"12182",5,"101","329",1
"12183",5,"87","301",1
"12184",0,"276","180",0
"12187",3.48,"2725","221",21
"12188",0,"27","100",0
"12189",4.83,"29589","272",52
"12190",5,"4527","305",10
"12191",4.95,"22654","88",21
"12192",3.38,"1953","225",32
"12193",4.57,"1322","193",21
"12194",4.06,"2933","244",18
"12195",0,"50","573",0
"12196",4.92,"277","184",12
"12197",4.77,"19391","600",77
"12198",4.11,"518","619",9
"12199",4.71,"591","192",17
"12200",4.77,"1782","107",26
"12201",4.07,"1068","192",15
"12202",4.6,"1738","225",20
"12203",0,"334","10",0
"12226",4,"180","183",2
"12229",0,"705","224",0
"12234",4.65,"15444","16",26
"12235",4.33,"552","29",3
"12236",5,"5329","73",10
"12237",5,"1772","165",7
"12238",4.7,"3082","99",10
"12239",0,"1915","125",0
"12240",5,"783","129",3
"12241",3.4,"871","54",5
"12242",0,"50","77",0
"12243",3.33,"3158","184",3
"12244",5,"843","95",5
"12245",4.53,"1578","144",17
"12246",5,"1744","74",11
"12247",4.8,"461","98",5
"12248",4.33,"3871","73",6
"12249",5,"1013","57",5
"12250",5,"374","77",5
"12257",4.33,"3022","125",21
"12262",0,"4170","19",0
"12263",3.71,"9430","164",73
"12268",3.86,"1560","235",21
"12269",2.71,"2675","87",17
"12274",4.66,"7462","147",61
"12283",5,"22","68",1
"12284",3.5,"865","81",2
"12289",3.73,"6527","239",22
"12290",4.76,"12567","352",50
"12291",4.2,"3048","260",20
"12292",4.2,"5613","18",10
"12299",3.21,"10455","125",28
"12300",3.71,"3302","395",7
"12301",4.32,"21036","46",92
"12304",4.8,"16853","313",56
"12305",3,"2551","32",2
"12306",3.75,"780","77",4
"12307",4.73,"8850","133",15
"12310",0,"46","236",0
"12311",3.33,"3592","102",12
"12312",4.67,"1494","154",3
"12313",1,"722","99",2
"12318",4.59,"9604","268",17
"12319",5,"2964","27",1
"12320",5,"237","24",1
"12321",4.2,"3211","344",5
"12322",4.33,"7690","84",3
"12323",4.14,"5293","22",7
"12324",0,"2305","141",0
"12329",5,"858","13",1
"12330",2,"5262","28",2
"12331",5,"70","19",1
"12332",4,"1225","182",5
"12333",4,"525","268",1
"12334",0,"338","43",0
"12335",4,"938","271",1
"12338",4.55,"15917","18",11
"12339",1,"1776","24",2
"12340",0,"529","68",0
"12341",2.75,"14173","33",4
"12342",0,"1371","35",0
"12343",3,"944","39",2
"12344",1.5,"408","70",2
"12345",5,"1855","89",1
"12348",2.2,"11295","7",5
"12351",2.5,"6246","377",6
"12352",4,"7997","15",3
"12353",1,"3015","20",2
"12354",4.5,"9939","53",10
"12355",0,"1864","35",0
"12356",2.5,"5350","83",6
"12359",3.5,"7411","25",8
"12360",0,"964","118",0
"12361",4.2,"3114","5",5
"12362",4.11,"15601","220",45
"12365",5,"1772","289",5
"12366",0,"845","33",0
"12367",4.17,"4804","24",6
"12368",0,"1399","20",0
"12369",0,"1400","20",0
"12370",5,"439","134",1
"12371",0,"2318","62",0
"12372",4.5,"8329","163",4
"12373",0,"419","167",0
"12374",0,"664","321",0
"12375",5,"191","240",1
"12376",4.69,"22667","107",16
"12377",0,"249","65",0
"12378",4.8,"8638","198",10
"12379",3.4,"1710","207",5
"12380",0,"127","75",0
"12381",4,"1000","109",2
"12382",4.38,"3796","147",8
"12383",5,"162","273",1
"12384",4.45,"26947","131",20
"12385",0,"116","26",0
"12386",5,"9686","146",9
"12391",5,"7667","160",7
"12396",4.74,"27225","113",39
"12407",5,"2247","55",4
"12410",5,"328","265",1
"12419",0,"600","98",0
"12422",5,"615","148",1
"12431",0,"19","408",0
"12434",3.45,"8899","160",20
"12435",5,"1582","228",4
"12436",5,"714","3613",2
"12447",4.75,"101868","336",285
"12448",4.62,"10564","281",21
"12451",4.92,"102868","266",73
"12452",4.88,"4461","261",8
"12453",4.33,"2270","34",3
"12454",4.96,"4818","264",26
"12455",4.75,"13988","306",61
"12456",4.88,"47423","290",145
"12457",4.85,"125631","305",233
"12458",4.62,"75491","305",173
"12459",4.84,"26019","296",45
"12462",4.14,"16968","245",28
"12503",5,"1482","130",2
"12504",1.24,"5074","45",37
"12505",5,"3935","20",2
"12506",4.75,"4142","272",8
"12507",5,"618","28",1
"12508",4,"963","592",2
"12513",5,"1858","350",6
"12516",5,"1326","226",5
"12517",5,"3444","219",27
"12518",5,"1321","291",2
"12519",4.62,"12256","255",13
"12522",5,"3126","350",5
"12523",5,"4463","152",5
"12526",4.67,"6969","231",12
"12531",4.62,"8150","277",8
"12532",4.76,"38028","191",17
"12533",4.77,"6027","227",13
"12534",5,"2894","161",3
"12535",4.5,"9593","139",12
"12536",5,"1978","208",3
"12537",5,"2539","59",3
"12538",3.57,"5820","116",7
"12539",5,"7498","56",4
"12544",4.14,"2457","208",7
"12547",0,"70","125",0
"12550",0,"75","128",0
"12559",0,"71","168",0
"12572",5,"3784","340",6
"12573",4.81,"29555","333",16
"12576",4.33,"669","187",3
"12587",4.33,"4930","66",3
"12588",5,"540","568",12
"12591",5,"2271","195",4
"12592",5,"1392","131",6
"12593",4.5,"3111","219",14
"12594",3.71,"1572","452",7
"12601",5,"4843","286",1
"12602",5,"1376","211",2
"12603",4.76,"6803","176",25
"12604",3.44,"136314","128",108
"12607",4.74,"26156","1261",54
"12610",0,"6279","123",0
"12613",4.4,"2445","114",10
"12620",5,"992","69",1
"12627",4.95,"22560","306",88
"12628",3.56,"4878","284",9
"12629",3.62,"4214","254",34
"12630",5,"1227","165",7
"12631",4.93,"3539","427",15
"12632",5,"2321","238",14
"12633",4.59,"34303","596",75
"12634",3.5,"796","210",6
"12635",4.5,"2896","320",4
"12636",4.5,"1992","360",8
"12637",5,"4013","447",6
"12638",4.89,"26755","463",80
"12639",4.82,"27860","288",91
"12640",4.92,"72984","319",293
"12641",5,"3607","465",9
"12642",5,"2189","613",6
"12643",4.08,"1331","317",12
"12644",5,"82","582",1
"12645",5,"309","428",2
"12646",5,"3514","126",2
"12647",4.11,"3360","228",19
"12648",4,"2308","328",10
"12649",4.84,"23885","203",43
"12650",0,"23","265",0
"12651",4.46,"32155","319",63
"12652",5,"1310","215",7
"12653",5,"119","253",2
"12654",4.67,"9265","326",12
"12655",4.7,"25634","179",23
"12656",4.33,"5371","176",3
"12657",4.88,"8487","241",8
"12658",4.76,"100595","402",58
"12659",4.43,"29499","367",23
"12660",4.43,"53841","187",30
"12661",4.52,"42528","293",29
"12662",4.71,"9146","244",7
"12663",4.54,"18857","202",13
"12664",3.2,"13405","188",5
"12665",4.61,"37941","2686",31
"12666",5,"14603","357",4
"12667",2.8,"28469","4034",5
"12668",0,"5454","252",0
"12669",3.79,"8602","2293",14
"12670",3,"10359","2210",2
"12671",2.33,"4812","2499",3
"12672",4.67,"1208","214",3
"12675",5,"6965","188",11
"12678",0,"581","210",0
"12681",4.5,"3306","225",8
"12682",5,"14277","314",10
"12683",0,"1090","216",0
"12684",5,"3160","203",1
"12685",3.75,"2032","284",4
"12686",5,"1192","222",5
"12687",4.4,"2651","351",5
"12688",5,"10805","434",6
"12689",1.5,"5852","265",2
"12690",3.73,"7852","310",11
"12691",5,"6946","212",2
"12692",4.69,"34844","215",42
"12693",5,"708","253",5
"12694",5,"4105","433",4
"12695",5,"595","206",3
"12700",1,"4674","250",2
"12701",0,"697","269",0
"12702",5,"1061","404",2
"12703",0,"430","215",0
"12710",5,"1240","341",3
"12711",0,"857","559",0
"12712",5,"956","272",4
"12713",5,"449","254",2
"12716",5,"362","201",2
"12717",5,"1031","305",5
"12718",5,"188","210",1
"12719",5,"1674","268",6
"12720",4.31,"44189","286",16
"12723",0,"246","296",0
"12724",5,"579","377",2
"12725",5,"284","240",1
"12730",0,"731","5",0
"12739",4.86,"33347","216",94
"12740",4.94,"23135","77",54
"12745",4.93,"186382","544",737
"12760",1.8,"416","57",5
"12761",4.98,"23083","143",45
"12762",4.56,"39818","157",84
"12763",4.19,"21957","127",58
"12764",4.23,"19811","98",35
"12765",3.06,"15277","74",53
"12768",3.18,"12813","309",39
"12769",4.87,"70901","200",364
"12770",3.86,"11766","87",21
"12771",4.43,"36430","320",115
"12772",1,"4682","69",16
"12773",3.16,"15529","161",19
"12774",2.95,"13145","53",21
"12775",4.65,"5078","317",17
"12778",4.63,"9197","103",30
"12779",1.94,"9819","372",35
"12780",3.05,"11159","68",20
"12781",3.7,"5734","109",10
"12782",4.07,"15351","28",29
"12783",4.79,"11449","154",24
"12784",3.25,"2785","218",8
"12785",2.57,"2008","39",21
"12786",4.5,"3970","255",12
"12789",4.24,"10182","282",45
"12792",3.8,"2254","196",5
"12795",4.43,"8245","302",30
"12796",4.5,"2149","258",8
"12797",5,"265","156",1
"12798",4.62,"1635","100",13
"12799",5,"430","165",1
"12802",1,"188","17",1
"12805",3.57,"3328","46",7
"12806",3.25,"2240","119",4
"12807",3.91,"14210","258",22
"12808",5,"8022","17",9
"12809",4.71,"3723","589",14
"12810",2.67,"5490","37",3
"12811",4.58,"12293","263",40
"12812",3.75,"546","65",4
"12815",1.21,"9656","439",71
"12816",4.33,"18229","29",21
"12821",3.97,"8085","300",30
"12822",3.9,"11760","136",31
"12825",1,"161","219",2
"12826",3,"392","152",3
"12827",4,"335","231",8
"12828",3.86,"639","177",7
"12829",5,"279","240",1
"12830",4.5,"859","150",2
"12831",4.73,"40253","286",30
"12832",4.45,"4827","326",11
"12835",3.7,"4344","163",10
"12836",4.75,"5695","24",16
"12837",4.69,"9438","88",13
"12838",4.31,"2301","95",13
"12843",3.76,"14649","55",33
"12846",4.78,"730","42",18
